customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,payment_method,paperless_billing,monthly_charges,total_charges,churn
CUST10516,Male,0,No,Yes,39,Yes,DSL,Month-to-month,Electronic check,No,71.06,2855.03,No
CUST10517,Female,0,No,No,7,No,Fiber optic,One year,Electronic check,Yes,32.47,183.79,No
CUST10518,Female,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Credit card,No,89.6,4903.1,Yes
CUST10519,Female,0,No,No,16,Yes,No,Two year,Mailed check,Yes,120.52,1815.34,No
CUST10520,Female,0,No,No,22,Yes,DSL,Two year,Credit card,No,90.03,1915.82,No
CUST10521,Male,1,Yes,Yes,61,Yes,DSL,Month-to-month,Bank transfer,No,108.54,6796.75,No
CUST10522,Male,0,No,Yes,50,Yes,Fiber optic,Month-to-month,Credit card,Yes,50.85,2549.79,No
CUST10523,Male,0,Yes,No,28,No,Fiber optic,One year,Bank transfer,No,77.91,2081.25,No
CUST10524,Female,0,No,Yes,66,Yes,Fiber optic,Month-to-month,Credit card,Yes,48.42,3164.24,No
CUST10525,Male,1,No,No,28,Yes,DSL,Month-to-month,Credit card,Yes,66.31,1696.94,No
CUST10526,Male,1,Yes,No,41,No,Fiber optic,Two year,Electronic check,Yes,91.31,3642.29,No
CUST10527,Male,0,No,Yes,17,Yes,No,Two year,Credit card,No,74.55,1403.38,No
CUST10528,Male,0,Yes,No,13,Yes,DSL,One year,Bank transfer,No,36.68,462.59,No
CUST10529,Female,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Electronic check,Yes,39.12,1558.27,Yes
CUST10530,Female,0,No,Yes,41,Yes,No,One year,Electronic check,Yes,37.47,1526.74,Yes
CUST10531,Male,0,Yes,Yes,58,No,DSL,One year,Mailed check,No,84.29,4885.22,No
CUST10532,Female,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,Electronic check,No,123.6,3524.89,Yes
CUST10533,Male,0,No,Yes,65,Yes,DSL,One year,Mailed check,Yes,106.06,6626.64,No
CUST10534,Female,1,Yes,Yes,44,Yes,No,Month-to-month,Credit card,Yes,24.6,1102.89,Yes
CUST10535,Female,1,No,No,5,Yes,Fiber optic,Month-to-month,Mailed check,No,107.53,532.75,Yes
CUST10536,Male,1,Yes,Yes,53,Yes,No,Month-to-month,Electronic check,No,95.41,5205.33,Yes
CUST10537,Male,0,No,Yes,41,Yes,DSL,Month-to-month,Mailed check,No,33.37,1464.64,No
CUST10538,Female,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,Electronic check,Yes,64.42,1690.39,No
CUST10539,Female,0,Yes,Yes,34,Yes,Fiber optic,Two year,Credit card,No,99.39,3503.47,No
CUST10540,Female,0,No,Yes,22,Yes,DSL,Two year,Electronic check,Yes,85.76,1860.49,No
CUST10541,Male,0,No,Yes,44,Yes,DSL,Month-to-month,Credit card,No,39.27,1637.43,Yes
CUST10542,Male,1,Yes,No,41,No,DSL,Two year,Mailed check,No,87.27,3597.78,No
CUST10543,Female,0,No,No,32,Yes,No,Two year,Electronic check,Yes,20.0,619.72,No
CUST10544,Female,0,No,Yes,20,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,66.43,1482.45,Yes
CUST10545,Female,0,Yes,No,29,Yes,Fiber optic,Month-to-month,Mailed check,No,100.45,2947.11,No
CUST10546,Male,0,Yes,No,36,Yes,Fiber optic,Month-to-month,Credit card,Yes,72.46,2629.13,No
CUST10547,Male,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Bank transfer,No,59.53,2114.08,Yes
CUST10548,Female,0,No,No,22,Yes,Fiber optic,One year,Credit card,Yes,94.23,2182.35,No
CUST10549,Female,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,Mailed check,Yes,96.37,4125.9,Yes
CUST10550,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Electronic check,No,104.75,1817.95,Yes
CUST10551,Male,0,No,No,36,Yes,DSL,Month-to-month,Electronic check,No,93.86,3439.83,No
CUST10552,Female,0,Yes,Yes,8,Yes,No,Month-to-month,Mailed check,Yes,99.03,809.01,Yes
CUST10553,Female,0,Yes,No,34,No,Fiber optic,Two year,Mailed check,Yes,90.32,3194.8,No
CUST10554,Female,0,No,Yes,57,Yes,Fiber optic,Month-to-month,Credit card,No,78.64,4473.39,No
CUST10555,Female,0,No,Yes,59,Yes,Fiber optic,Month-to-month,Mailed check,Yes,74.24,4383.48,No
CUST10556,Female,0,Yes,Yes,50,Yes,DSL,Month-to-month,Credit card,Yes,66.07,3475.66,No
CUST10557,Male,0,No,Yes,54,Yes,No,Month-to-month,Electronic check,No,41.69,2413.45,Yes
CUST10558,Female,0,Yes,No,4,Yes,No,One year,Mailed check,No,48.12,191.66,No
CUST10559,Female,0,Yes,No,24,Yes,No,Month-to-month,Credit card,Yes,64.95,1513.44,Yes
CUST10560,Female,1,Yes,No,47,Yes,DSL,Month-to-month,Electronic check,Yes,78.04,3814.2,No
CUST10561,Female,0,No,Yes,58,Yes,DSL,Month-to-month,Mailed check,Yes,108.02,6345.2,Yes
CUST10562,Male,0,No,Yes,42,Yes,DSL,Two year,Credit card,No,70.96,3011.88,No
CUST10563,Female,1,No,No,62,Yes,DSL,One year,Bank transfer,Yes,97.09,5987.39,Yes
CUST10564,Female,0,No,Yes,19,Yes,DSL,One year,Credit card,No,98.98,1913.79,No
CUST10565,Female,0,Yes,No,11,Yes,DSL,One year,Bank transfer,No,66.21,726.14,No
CUST10566,Female,0,Yes,No,6,Yes,No,One year,Credit card,Yes,86.87,454.79,Yes
CUST10567,Female,0,No,Yes,42,Yes,DSL,Month-to-month,Credit card,No,65.91,2781.12,No
CUST10568,Male,0,Yes,No,48,Yes,DSL,Month-to-month,Credit card,Yes,105.05,5068.94,No
CUST10569,Male,0,No,No,20,Yes,No,Month-to-month,Electronic check,Yes,87.9,1720.46,Yes
CUST10570,Female,0,No,Yes,57,Yes,Fiber optic,Month-to-month,Bank transfer,No,42.24,2498.06,Yes
CUST10571,Female,0,Yes,No,53,Yes,Fiber optic,Two year,Electronic check,No,76.04,4159.0,No
CUST10572,Male,0,No,No,26,Yes,Fiber optic,Month-to-month,Electronic check,No,113.2,3040.19,Yes
CUST10573,Female,0,No,Yes,17,Yes,No,One year,Mailed check,No,67.47,1119.37,Yes
CUST10574,Male,0,Yes,Yes,54,Yes,Fiber optic,Two year,Bank transfer,Yes,83.19,4567.84,No
CUST10575,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,Mailed check,No,85.65,4204.65,No
CUST10576,Female,0,Yes,No,12,Yes,Fiber optic,Two year,Credit card,No,46.08,429.39,No
CUST10577,Male,0,Yes,Yes,18,Yes,Fiber optic,One year,Mailed check,No,84.77,1593.13,No
CUST10578,Male,0,No,Yes,35,Yes,Fiber optic,Two year,Bank transfer,Yes,37.15,1314.86,No
CUST10579,Male,0,No,No,37,Yes,Fiber optic,Month-to-month,Credit card,No,56.36,2344.67,No
CUST10580,Male,0,Yes,Yes,12,Yes,DSL,Month-to-month,Credit card,Yes,98.89,1332.41,No
CUST10581,Male,0,No,Yes,69,Yes,Fiber optic,Month-to-month,Electronic check,Yes,80.92,5654.6,Yes
CUST10582,Male,0,No,Yes,28,Yes,DSL,Month-to-month,Bank transfer,Yes,64.39,1827.84,Yes
CUST10583,Male,0,No,Yes,27,Yes,DSL,Month-to-month,Electronic check,Yes,83.16,2261.69,Yes
CUST10584,Male,0,No,Yes,4,Yes,DSL,Two year,Bank transfer,Yes,70.5,181.63,No
CUST10585,Male,0,Yes,Yes,63,Yes,No,One year,Mailed check,No,72.31,4381.63,No
CUST10586,Female,0,No,Yes,17,Yes,DSL,Month-to-month,Credit card,No,88.42,1415.88,No
CUST10587,Female,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,Credit card,Yes,53.82,3870.27,No
CUST10588,Male,1,Yes,No,36,Yes,No,Month-to-month,Credit card,No,73.01,2417.81,Yes
CUST10589,Male,0,Yes,Yes,63,Yes,DSL,Month-to-month,Credit card,Yes,64.19,3989.54,No
CUST10590,Female,0,Yes,No,13,Yes,Fiber optic,Two year,Mailed check,Yes,32.36,395.92,No
CUST10591,Male,0,No,Yes,12,Yes,DSL,Month-to-month,Bank transfer,Yes,48.99,566.34,Yes
CUST10592,Male,0,No,Yes,58,Yes,DSL,Month-to-month,Electronic check,No,111.21,6384.01,No
CUST10593,Female,0,No,No,59,Yes,Fiber optic,One year,Bank transfer,Yes,81.62,4781.43,No
CUST10594,Female,0,Yes,No,39,Yes,No,Month-to-month,Electronic check,Yes,38.91,1689.88,No
CUST10595,Male,1,No,Yes,2,Yes,DSL,Month-to-month,Bank transfer,No,33.49,133.19,Yes
CUST10596,Female,0,Yes,No,68,Yes,Fiber optic,One year,Credit card,No,69.2,4649.57,No
CUST10597,Male,1,Yes,Yes,28,Yes,DSL,One year,Bank transfer,Yes,111.03,3102.01,Yes
CUST10598,Male,0,Yes,Yes,68,Yes,Fiber optic,Two year,Credit card,Yes,67.33,4575.61,No
CUST10599,Female,1,No,Yes,63,Yes,Fiber optic,One year,Electronic check,No,104.67,6517.41,No
CUST10600,Female,0,Yes,No,62,Yes,Fiber optic,Month-to-month,Credit card,Yes,80.8,4932.69,No
CUST10601,Female,0,No,No,50,Yes,Fiber optic,One year,Bank transfer,No,83.78,4290.05,No
CUST10602,Male,0,No,No,49,No,DSL,Two year,Bank transfer,No,38.61,1849.91,No
CUST10603,Female,0,No,Yes,38,Yes,Fiber optic,One year,Credit card,Yes,95.44,3517.25,No
CUST10604,Female,0,Yes,Yes,1,Yes,Fiber optic,Two year,Bank transfer,No,63.63,59.32,No
CUST10605,Male,0,No,No,28,Yes,Fiber optic,One year,Mailed check,Yes,93.58,2632.04,No
CUST10606,Female,0,Yes,No,53,Yes,DSL,Two year,Bank transfer,No,51.65,2540.18,No
CUST10607,Male,0,No,No,59,No,Fiber optic,Month-to-month,Bank transfer,Yes,76.43,4505.3,No
CUST10608,Male,0,No,No,40,Yes,Fiber optic,One year,Credit card,Yes,80.8,3318.8,No
CUST10609,Female,1,Yes,Yes,51,Yes,DSL,Month-to-month,Mailed check,No,68.15,3520.77,No
CUST10610,Female,0,Yes,No,1,Yes,DSL,Month-to-month,Bank transfer,Yes,82.11,305.09,Yes
CUST10611,Female,0,No,No,34,Yes,Fiber optic,One year,Bank transfer,Yes,65.34,2346.67,Yes
CUST10612,Male,0,Yes,No,37,Yes,Fiber optic,Two year,Electronic check,No,55.77,2208.38,Yes
CUST10613,Female,0,No,Yes,65,Yes,DSL,Two year,Electronic check,No,112.14,7569.11,No
CUST10614,Male,0,No,No,22,Yes,No,Month-to-month,Electronic check,Yes,98.22,2236.66,Yes
CUST10615,Female,1,No,No,16,Yes,Fiber optic,One year,Bank transfer,Yes,52.98,863.99,No
CUST10616,Male,0,No,No,25,Yes,Fiber optic,One year,Mailed check,No,86.21,2252.62,Yes
CUST10617,Male,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Credit card,Yes,53.43,585.24,No
CUST10618,Female,0,No,No,40,Yes,Fiber optic,Month-to-month,Bank transfer,No,42.38,1705.97,No
CUST10619,Male,0,No,No,46,Yes,Fiber optic,Month-to-month,Electronic check,Yes,97.85,4436.33,Yes
CUST10620,Male,0,Yes,Yes,58,Yes,No,One year,Electronic check,No,29.4,1745.0,No
CUST10621,Female,0,Yes,No,70,Yes,Fiber optic,Month-to-month,Mailed check,Yes,95.17,6596.71,Yes
CUST10622,Male,0,Yes,Yes,5,Yes,Fiber optic,Two year,Credit card,No,65.68,259.71,No
CUST10623,Female,0,Yes,Yes,18,Yes,Fiber optic,Month-to-month,Electronic check,Yes,66.71,1242.13,Yes
CUST10624,Male,0,Yes,No,21,Yes,Fiber optic,Two year,Electronic check,Yes,82.24,1713.27,Yes
CUST10625,Male,1,Yes,Yes,18,Yes,DSL,Month-to-month,Electronic check,No,86.53,1364.79,Yes
CUST10626,Male,0,No,Yes,60,Yes,Fiber optic,One year,Mailed check,No,51.34,2934.84,No
CUST10627,Female,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Credit card,Yes,89.94,784.67,Yes
CUST10628,Male,0,Yes,No,2,No,No,Month-to-month,Bank transfer,Yes,74.83,61.36,Yes
CUST10629,Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,Mailed check,No,40.6,2558.64,No
CUST10630,Female,0,No,Yes,70,Yes,Fiber optic,Two year,Electronic check,No,67.75,4764.39,No
CUST10631,Female,0,Yes,No,16,Yes,No,Two year,Mailed check,No,106.53,1811.01,Yes
CUST10632,Male,0,Yes,Yes,24,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,113.91,2809.12,Yes
CUST10633,Male,0,No,No,36,Yes,DSL,Month-to-month,Mailed check,No,89.93,3344.67,No
CUST10634,Male,0,Yes,No,38,Yes,DSL,Month-to-month,Bank transfer,Yes,42.24,1665.96,No
CUST10635,Female,0,Yes,No,72,Yes,DSL,Month-to-month,Credit card,No,84.27,6088.41,Yes
CUST10636,Male,0,No,No,29,Yes,DSL,One year,Electronic check,Yes,93.27,2814.77,No
CUST10637,Male,0,No,No,0,Yes,Fiber optic,One year,Mailed check,Yes,90.14,91.94,Yes
CUST10638,Male,0,No,No,30,Yes,Fiber optic,One year,Electronic check,Yes,91.62,2786.21,No
CUST10639,Female,0,No,No,40,Yes,Fiber optic,Two year,Bank transfer,No,81.08,3370.31,No
CUST10640,Male,0,Yes,No,37,Yes,DSL,One year,Mailed check,No,70.19,2362.45,No
CUST10641,Female,0,No,No,37,Yes,Fiber optic,Two year,Mailed check,Yes,56.79,2072.18,No
CUST10642,Male,0,Yes,No,67,No,DSL,Month-to-month,Electronic check,Yes,24.55,1614.27,No
CUST10643,Male,1,Yes,Yes,58,Yes,No,Month-to-month,Electronic check,No,80.49,4783.69,Yes
CUST10644,Female,0,No,No,18,Yes,DSL,One year,Mailed check,Yes,76.65,1536.84,No
CUST10645,Female,0,Yes,Yes,25,Yes,Fiber optic,Two year,Bank transfer,Yes,85.94,2003.48,No
CUST10646,Female,0,Yes,Yes,48,Yes,DSL,Month-to-month,Electronic check,Yes,38.56,1992.0,Yes
CUST10647,Female,0,No,Yes,29,No,Fiber optic,Month-to-month,Electronic check,No,88.13,2438.63,No
CUST10648,Male,0,Yes,Yes,31,No,Fiber optic,One year,Mailed check,No,123.36,3710.04,Yes
CUST10649,Female,0,No,Yes,12,Yes,Fiber optic,Month-to-month,Bank transfer,No,73.96,864.09,Yes
CUST10650,Male,1,Yes,No,18,Yes,DSL,Month-to-month,Mailed check,No,70.46,1236.46,No
CUST10651,Male,0,No,Yes,54,Yes,No,Two year,Mailed check,No,79.73,4149.58,No
CUST10652,Female,0,Yes,Yes,61,Yes,Fiber optic,One year,Electronic check,No,122.81,7556.4,No
CUST10653,Female,0,Yes,Yes,57,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,46.41,2713.31,Yes
CUST10654,Female,0,Yes,Yes,22,Yes,No,Two year,Credit card,Yes,77.08,1801.16,No
CUST10655,Female,1,No,Yes,9,Yes,No,Month-to-month,Credit card,No,52.01,424.74,No
CUST10656,Male,1,Yes,No,11,Yes,DSL,Two year,Bank transfer,No,58.32,637.56,No
CUST10657,Female,1,No,Yes,28,Yes,DSL,Month-to-month,Bank transfer,No,70.76,1978.24,Yes
CUST10658,Male,0,Yes,Yes,37,Yes,DSL,One year,Mailed check,Yes,105.68,4078.96,No
CUST10659,Male,0,No,Yes,65,Yes,DSL,Month-to-month,Electronic check,Yes,117.02,7322.88,Yes
CUST10660,Female,0,No,No,65,Yes,Fiber optic,Month-to-month,Mailed check,Yes,83.2,5312.31,No
CUST10661,Female,0,No,Yes,0,Yes,No,Two year,Bank transfer,Yes,62.59,0.55,No
CUST10662,Male,0,Yes,Yes,51,Yes,No,Month-to-month,Bank transfer,No,134.32,6741.76,Yes
CUST10663,Male,0,No,Yes,21,Yes,Fiber optic,Month-to-month,Credit card,Yes,61.31,1261.68,No
CUST10664,Male,0,No,Yes,14,Yes,Fiber optic,Month-to-month,Credit card,Yes,57.72,795.47,Yes
CUST10665,Male,1,No,Yes,40,Yes,No,One year,Electronic check,Yes,27.63,1039.43,No
CUST10666,Male,0,Yes,Yes,2,Yes,No,Two year,Electronic check,Yes,106.9,220.25,No
CUST10667,Male,1,No,No,24,Yes,DSL,Two year,Mailed check,No,96.21,2371.85,No
CUST10668,Female,0,No,Yes,40,Yes,Fiber optic,Month-to-month,Credit card,No,132.45,5274.37,No
CUST10669,Male,0,No,No,19,Yes,No,Month-to-month,Credit card,Yes,37.26,662.62,No
CUST10670,Female,0,Yes,No,43,Yes,DSL,Month-to-month,Electronic check,No,108.45,4646.77,Yes
CUST10671,Male,0,No,Yes,33,Yes,Fiber optic,One year,Electronic check,No,73.75,2433.01,No
CUST10672,Female,0,No,Yes,58,Yes,No,Two year,Bank transfer,No,92.15,5170.67,No
CUST10673,Male,0,Yes,Yes,13,Yes,No,One year,Bank transfer,No,30.81,446.69,No
CUST10674,Male,0,No,No,4,No,No,One year,Credit card,No,108.7,389.7,No
CUST10675,Female,1,No,Yes,38,Yes,Fiber optic,Month-to-month,Credit card,No,91.66,3609.23,No
CUST10676,Male,0,Yes,Yes,18,Yes,DSL,Two year,Electronic check,Yes,71.03,1337.65,No
CUST10677,Female,0,No,Yes,51,No,DSL,Month-to-month,Electronic check,No,88.13,4611.64,No
CUST10678,Female,0,No,Yes,6,No,Fiber optic,Month-to-month,Bank transfer,No,52.86,216.06,Yes
CUST10679,Male,0,Yes,Yes,41,No,Fiber optic,Month-to-month,Bank transfer,No,57.51,2320.77,Yes
CUST10680,Male,0,No,Yes,72,Yes,Fiber optic,Month-to-month,Credit card,Yes,60.41,4225.27,No
CUST10681,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Bank transfer,No,25.68,83.56,Yes
CUST10682,Male,0,Yes,Yes,22,Yes,Fiber optic,Month-to-month,Bank transfer,No,93.54,2183.09,No
CUST10683,Female,0,No,Yes,61,Yes,Fiber optic,Month-to-month,Mailed check,Yes,101.79,6357.94,Yes
CUST10684,Female,0,No,No,38,No,DSL,One year,Electronic check,No,54.47,1955.05,No
CUST10685,Female,0,No,Yes,12,Yes,DSL,Month-to-month,Credit card,No,80.71,922.69,Yes
CUST10686,Female,1,No,Yes,15,Yes,DSL,Month-to-month,Credit card,No,65.36,972.78,No
CUST10687,Female,0,Yes,No,55,No,DSL,Two year,Electronic check,No,80.21,4470.11,No
CUST10688,Male,0,No,Yes,62,No,No,One year,Bank transfer,No,56.31,3315.24,No
CUST10689,Female,0,Yes,No,26,No,Fiber optic,Month-to-month,Mailed check,Yes,49.91,1137.36,No
CUST10690,Male,0,Yes,Yes,34,Yes,DSL,Month-to-month,Mailed check,No,98.3,3391.16,No
CUST10691,Female,0,Yes,Yes,57,Yes,Fiber optic,Two year,Credit card,No,70.4,3817.9,No
CUST10692,Male,0,No,Yes,12,No,Fiber optic,Month-to-month,Credit card,Yes,122.55,1425.92,No
CUST10693,Female,0,No,Yes,15,Yes,DSL,Month-to-month,Electronic check,No,73.16,1113.61,No
CUST10694,Female,0,Yes,Yes,56,Yes,DSL,Two year,Mailed check,Yes,48.85,2777.17,No
CUST10695,Female,0,No,No,13,No,DSL,Month-to-month,Credit card,Yes,102.67,1320.54,Yes
CUST10696,Male,1,No,No,56,Yes,Fiber optic,One year,Credit card,No,87.77,4878.54,Yes
CUST10697,Male,0,No,Yes,36,Yes,DSL,One year,Electronic check,No,90.17,3330.58,No
CUST10698,Female,0,No,No,72,Yes,DSL,One year,Credit card,Yes,101.77,7355.96,No
CUST10699,Female,1,Yes,No,2,Yes,DSL,Month-to-month,Mailed check,No,55.68,46.66,Yes
CUST10700,Female,0,Yes,No,69,No,Fiber optic,Month-to-month,Bank transfer,Yes,68.82,4752.35,Yes
CUST10701,Female,0,No,No,16,Yes,DSL,Month-to-month,Electronic check,Yes,67.71,1121.68,No
CUST10702,Male,1,No,Yes,2,Yes,No,Month-to-month,Bank transfer,No,39.73,251.28,Yes
CUST10703,Female,0,No,Yes,52,Yes,DSL,Two year,Bank transfer,Yes,65.41,3479.95,No
CUST10704,Female,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Bank transfer,No,105.41,4127.04,No
CUST10705,Female,0,No,No,61,Yes,Fiber optic,One year,Credit card,Yes,77.93,4692.67,No
CUST10706,Male,0,Yes,No,7,Yes,Fiber optic,One year,Credit card,Yes,38.35,216.03,No
CUST10707,Male,0,Yes,Yes,5,Yes,DSL,One year,Credit card,No,33.1,141.96,Yes
CUST10708,Male,0,Yes,No,41,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,113.62,4644.06,Yes
CUST10709,Male,0,Yes,Yes,64,Yes,No,Month-to-month,Credit card,Yes,69.74,4362.56,Yes
CUST10710,Female,0,Yes,No,29,Yes,DSL,Two year,Bank transfer,Yes,55.81,1745.08,Yes
CUST10711,Female,1,No,Yes,58,Yes,DSL,One year,Bank transfer,No,65.15,3867.04,Yes
CUST10712,Female,0,Yes,Yes,66,Yes,No,Two year,Bank transfer,Yes,35.07,2284.05,No
CUST10713,Female,0,Yes,No,63,Yes,Fiber optic,Two year,Credit card,No,107.58,6841.71,No
CUST10714,Female,0,Yes,No,37,Yes,DSL,One year,Electronic check,Yes,62.17,2322.58,Yes
CUST10715,Female,0,No,Yes,50,Yes,DSL,Month-to-month,Bank transfer,No,106.19,5381.48,Yes
CUST10716,Female,0,No,Yes,38,Yes,Fiber optic,One year,Mailed check,No,73.29,2650.59,Yes
CUST10717,Female,1,No,Yes,49,Yes,Fiber optic,Month-to-month,Credit card,Yes,107.74,5264.69,No
CUST10718,Male,0,No,Yes,41,Yes,Fiber optic,One year,Electronic check,No,78.42,3209.42,No
CUST10719,Female,0,Yes,No,38,Yes,No,Two year,Bank transfer,Yes,93.33,3608.9,Yes
CUST10720,Female,0,Yes,Yes,31,No,Fiber optic,Month-to-month,Electronic check,No,89.98,2726.54,No
CUST10721,Female,0,Yes,Yes,47,Yes,DSL,Month-to-month,Credit card,Yes,87.58,3866.27,Yes
CUST10722,Female,0,Yes,No,54,Yes,Fiber optic,Month-to-month,Credit card,No,80.7,4249.63,Yes
CUST10723,Male,0,No,No,67,Yes,Fiber optic,Two year,Electronic check,Yes,66.18,4427.96,No
CUST10724,Female,0,Yes,Yes,44,Yes,DSL,Month-to-month,Credit card,No,119.89,5281.55,Yes
CUST10725,Female,0,No,No,7,Yes,DSL,Month-to-month,Mailed check,Yes,49.33,513.68,No
CUST10726,Male,1,Yes,No,42,Yes,Fiber optic,Month-to-month,Credit card,Yes,72.11,3086.89,Yes
CUST10727,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,72.37,1672.66,No
CUST10728,Female,0,No,Yes,1,Yes,DSL,Month-to-month,Electronic check,No,82.06,78.82,Yes
CUST10729,Female,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Electronic check,Yes,61.26,416.72,Yes
CUST10730,Female,0,No,No,43,Yes,Fiber optic,Month-to-month,Mailed check,No,79.87,3375.4,No
CUST10731,Male,1,No,No,68,Yes,Fiber optic,Month-to-month,Electronic check,No,67.78,4595.01,Yes
CUST10732,Female,0,No,No,36,Yes,Fiber optic,Month-to-month,Electronic check,Yes,32.45,1059.27,No
CUST10733,Female,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Credit card,Yes,72.24,2453.57,Yes
CUST10734,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Credit card,Yes,44.49,306.19,No
CUST10735,Male,1,No,No,49,Yes,DSL,One year,Mailed check,Yes,28.64,1332.61,No
CUST10736,Male,0,Yes,No,4,No,Fiber optic,Month-to-month,Electronic check,No,75.42,290.23,Yes
CUST10737,Male,0,No,No,61,Yes,Fiber optic,Month-to-month,Electronic check,No,84.2,5187.17,No
CUST10738,Female,0,No,Yes,59,Yes,DSL,Month-to-month,Credit card,No,85.17,4999.96,Yes
CUST10739,Female,0,Yes,No,72,Yes,DSL,Month-to-month,Mailed check,No,86.18,6151.51,No
CUST10740,Male,1,No,No,20,Yes,DSL,Month-to-month,Electronic check,No,23.69,408.37,No
CUST10741,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Mailed check,No,37.97,451.57,No
CUST10742,Female,0,Yes,No,21,Yes,Fiber optic,Two year,Mailed check,Yes,121.34,2512.33,No
CUST10743,Male,0,No,No,58,Yes,DSL,Month-to-month,Bank transfer,No,45.82,2612.18,Yes
CUST10744,Female,1,No,Yes,15,Yes,No,Month-to-month,Mailed check,No,87.27,1175.44,No
CUST10745,Female,0,Yes,No,64,Yes,No,Month-to-month,Credit card,Yes,54.83,3516.88,No
CUST10746,Male,0,Yes,No,11,Yes,DSL,Month-to-month,Bank transfer,No,73.99,795.77,No
CUST10747,Male,1,No,Yes,3,No,No,Month-to-month,Credit card,No,56.17,136.35,Yes
CUST10748,Male,0,Yes,Yes,16,Yes,DSL,One year,Mailed check,Yes,86.04,1396.52,No
CUST10749,Male,1,No,Yes,55,Yes,No,Two year,Bank transfer,No,75.42,4222.9,No
CUST10750,Male,0,No,Yes,43,Yes,No,Month-to-month,Mailed check,No,60.79,2684.13,No
CUST10751,Male,0,No,No,25,Yes,DSL,Month-to-month,Bank transfer,No,45.75,1199.02,No
CUST10752,Female,0,Yes,Yes,47,Yes,Fiber optic,Month-to-month,Bank transfer,No,78.69,3674.36,Yes
CUST10753,Female,0,Yes,No,47,Yes,No,Month-to-month,Mailed check,No,41.68,1902.26,No
CUST10754,Male,0,Yes,Yes,40,No,No,One year,Credit card,Yes,82.69,3203.21,No
CUST10755,Female,0,No,Yes,37,No,No,Month-to-month,Credit card,Yes,137.66,5034.1,Yes
CUST10756,Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Credit card,No,105.75,742.22,Yes
CUST10757,Female,0,Yes,Yes,18,Yes,DSL,Two year,Electronic check,Yes,89.96,1540.65,No
CUST10758,Female,0,Yes,No,38,Yes,No,Month-to-month,Bank transfer,No,69.86,2664.29,No
CUST10759,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,Electronic check,No,23.53,115.22,Yes
CUST10760,Male,0,No,Yes,34,Yes,Fiber optic,One year,Electronic check,Yes,38.94,1157.86,Yes
CUST10761,Female,0,No,Yes,8,Yes,Fiber optic,Month-to-month,Credit card,No,104.07,914.5,No
CUST10762,Female,0,Yes,No,57,No,Fiber optic,Month-to-month,Electronic check,Yes,52.26,2931.38,No
CUST10763,Female,0,Yes,No,7,Yes,DSL,Month-to-month,Credit card,Yes,54.52,297.94,Yes
CUST10764,Male,0,Yes,Yes,6,Yes,Fiber optic,Two year,Mailed check,Yes,67.86,297.78,No
CUST10765,Female,0,Yes,No,46,No,DSL,Month-to-month,Mailed check,Yes,45.45,2133.0,No
CUST10766,Male,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,Electronic check,No,41.33,798.77,Yes
CUST10767,Male,1,No,Yes,25,Yes,No,Month-to-month,Bank transfer,Yes,70.74,1728.19,No
CUST10768,Male,0,Yes,No,22,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,49.71,1072.06,Yes
CUST10769,Male,0,Yes,Yes,15,Yes,Fiber optic,One year,Mailed check,Yes,53.47,909.21,No
CUST10770,Male,0,No,Yes,55,Yes,DSL,Month-to-month,Credit card,Yes,52.47,2704.81,No
CUST10771,Male,0,No,No,50,Yes,No,One year,Mailed check,Yes,85.06,4449.69,No
CUST10772,Female,0,Yes,No,17,Yes,Fiber optic,One year,Bank transfer,No,66.2,1369.81,Yes
CUST10773,Female,1,No,Yes,50,No,Fiber optic,Two year,Mailed check,No,67.54,3106.37,No
CUST10774,Male,1,Yes,No,52,Yes,DSL,Month-to-month,Bank transfer,Yes,86.92,4510.09,No
